Oil_store,주소,가격,셀프,상표
재건에너지 재정제2주유소 고속셀프지점,서울특별시 강동구  천호대로 1246 (둔촌제2동),1639,Y,현대오일뱅크
현대오일뱅크㈜직영 명일셀프주유소,서울 강동구 고덕로 168 (명일동),1688,Y,현대오일뱅크
구천면주유소,서울 강동구 구천면로 357 (암사동),1693,N,현대오일뱅크
지에스칼텍스㈜ 동서울주유소,서울 강동구 천호대로 1456 (상일동),1697,Y,GS칼텍스
방아다리주유소,서울 강동구 동남로 811 (명일동),1720,Y,SK에너지
현대오일뱅크㈜직영 암사셀프주유소,서울 강동구 올림픽로 749 (암사동),1723,Y,현대오일뱅크
sk해뜨는주유소,서울 강동구  상일로 132 (강일동),1728,Y,SK에너지
(주)퍼스트오일 코알라주유소,서울특별시 강동구  올림픽로 556 (성내동),1728,Y,S-OIL
대성석유(주)직영 길동주유소,서울 강동구 천호대로 1168,1735,N,GS칼텍스
주)지유에너지직영 오렌지주유소,서울 강동구 성안로 102 (성내동),1743,N,SK에너지
(주)삼표에너지 고덕주유소,서울 강동구 고덕로 39 (암사동),1748,N,GS칼텍스
지에스칼텍스㈜ 신월주유소,서울 강동구 양재대로 1323 (성내동),1769,N,GS칼텍스
천호현대주유소,서울 강동구 천중로 67 (천호동),1776,N,현대오일뱅크
(주)소모에너지 성내주유소,서울 강동구 올림픽로 578 (성내동),1828,Y,GS칼텍스
광성주유소,서울 강동구 올림픽로 673 (천호동),1848,N,S-OIL
강동주유소,서울 강동구 양재대로 1509 (길동),2168,N,SK에너지
동서울고속주유소,서울 동대문구 한천로 414,1595,Y,SK에너지
열린주유소,서울 동대문구 한천로 263 (휘경동),1625,N,S-OIL
풍한주유소,서울 동대문구 안암로 168,1625,N,SK에너지
(주)파랑에너지,서울 동대문구 망우로 126,1645,Y,GS칼텍스
대성산업㈜청량리주유소,서울 동대문구 왕산로 289 (청량리동),1647,Y,GS칼텍스
(주)경동주유소,서울 동대문구 이문로 191 (이문동),1647,Y,S-OIL
재정제2주유소,서울 동대문구 사가정로 90 (전농동),1657,Y,현대오일뱅크
재정주유소,서울 동대문구 전농로 121 (전농동),1659,N,현대오일뱅크
삼미상사(주)장안킹셀프주유소,서울 동대문구  한천로 100 (장안동),1664,Y,SK에너지
삼영주유소,서울 동대문구 답십리로 258 (장안동),1664,N,SK에너지
답십리주유소,서울 동대문구 답십리로 223 (답십리동),1664,N,SK에너지
배봉로주유소,서울 동대문구 서울시립대로 108,1665,Y,현대오일뱅크
동일석유(주)강남주유소,서울특별시 동대문구  사가정로 103 (전농동),1667,N,SK에너지
(주)안국에너지 삼원셀프주유소,서울 동대문구 망우로 90 (휘경동),1688,Y,SK에너지
홍능주유소,서울 동대문구 홍릉로 87 (청량리동),1697,N,S-OIL
현대오일뱅크㈜직영 스피드주유소,서울 동대문구 천호대로 453 (장안동),1698,N,현대오일뱅크
오동나무주유소,서울 동대문구  한천로 81 (답십리동),1698,N,S-OIL
대성산업(주)동마장주유소,서울 동대문구 고산자로 405 (용두동),1698,N,GS칼텍스
한영주유소 (한화),서울 동대문구 망우로 38 (휘경동),1790,N,현대오일뱅크
다복주유소,경기 안산시 단원구 시흥대로 128 (선부동),1604,N,자가상표
(주)동강석유 남안산IC주유소,경기 안산시 단원구 성곡로 279 (신길동),1618,Y,S-OIL
(주)지티이엔알직영 서해주유소,경기 안산시 단원구 시흥대로 10 (선부동),1645,N,자가상표
대부주유소,경기 안산시 단원구 대부황금로 835 (대부동동),1646,N,SK에너지
지에스칼텍스(주)안산스타주유소,경기 안산시 단원구 달미로 72,1653,Y,GS칼텍스
대지석유 선부주유소,경기도 안산시 단원구  선부로 81 (선부동),1654,Y,S-OIL
(주)대지석유 산업주유소,경기 안산시 단원구 동산로 42 (원시동),1654,Y,S-OIL
신안산주유소,경기 안산시 단원구 고잔로 86 (고잔동),1655,Y,SK에너지
서안산주유소,경기 안산시 단원구 시흥대로 65,1655,N,S-OIL
대부그린주유소,경기 안산시 단원구 대부황금로 691 (대부동동),1657,N,GS칼텍스
대상주유소,경기 안산시 단원구 순환로 157 (선부동),1659,N,GS칼텍스
(주)칠오 와동주유소,경기 안산시 단원구 순환로 375 (와동),1659,Y,S-OIL
작전주유소,경기 안산시 단원구 대부황금로 780 (대부동동),1665,N,현대오일뱅크
현대오일뱅크㈜직영 안산공원셀프주유소,경기 안산시 단원구  광덕1로 268 (고잔동),1665,Y,현대오일뱅크
동현주유소,경기 안산시 단원구 대선로 237,1668,N,현대오일뱅크
(주)세화주유소,경기 안산시 단원구 대부중앙로 174 (대부동동),1669,N,S-OIL
신길중앙주유소,경기 안산시 단원구 삼일로 57 (신길동),1678,Y,현대오일뱅크
정진주유소,경기 안산시 단원구 대남로 52 (대부북동),1679,N,현대오일뱅크
케이비원대부도주유소,경기 안산시 단원구 대선로 489 (대부남동),1688,N,SK에너지
현대오일뱅크(주)직영 한양현대주유소,경기도 안산시 단원구  화정천서로 507 (선부3동),1689,N,현대오일뱅크
만해유업㈜ 만해주유소,경기 안산시 단원구 만해로 92 (신길동),1689,Y,SK에너지
SK에너지(주)직영 새천년주유소,경기 안산시 단원구 정왕대로 424 (신길동),1690,N,SK에너지
삼원주유소,경기 안산시 단원구 목내로 45,1695,Y,GS칼텍스
반월공단주유소,경기 안산시 단원구 시우로 46,1696,Y,SK에너지
대성산업(주)안산공단주유소,경기 안산시 단원구 산단로 313,1698,N,GS칼텍스
이마트24서비스 고잔주유소,경기 안산시 단원구 적금로 114 (고잔동),1698,Y,SK에너지
초지스타주유소,경기 안산시 단원구 초지로 106 (초지동),1707,Y,GS칼텍스
현대오일뱅크㈜직영 안산중앙주유소,경기 안산시 단원구 화정로 96 (와동),1709,N,현대오일뱅크
스마트허브주유소,경기 안산시 단원구 해봉로 204 (성곡동),1717,N,GS칼텍스
현대오일뱅크㈜직영 동양주유소,경기 안산시 단원구 중앙대로 351 (신길동),1719,N,현대오일뱅크
(주)삼정주유소,경기 안산시 단원구 삼일로 122 (원곡동),1719,Y,현대오일뱅크
(주)이든 내주유소,경기 안산시 단원구 중앙대로 391,1728,N,S-OIL
MTV스마트주유소,경기도 안산시 단원구 시화호수로841번길 4,1729,Y,GS칼텍스
시화주유소,경기 안산시 단원구 대부황금로 1435 (대부북동),1739,N,현대오일뱅크
서안산IC주유소,경기 안산시 단원구 중앙대로 224 (신길동),1758,N,GS칼텍스
SK에너지(주)시화공단주유소,경기 안산시 단원구 번영로 109 (성곡동),1790,N,SK에너지
매일주유소,서울 동작구 상도로 139 (상도동),1659,Y,S-OIL
지에스칼텍스(주) 대방주유소,서울 동작구 여의대방로 214,1659,N,GS칼텍스
창원이엔지주유소,서울 동작구 사당로 59 (상도동),1664,N,현대오일뱅크
현대오일뱅크㈜직영 흑석동셀프주유소,서울 동작구 현충로 101 (흑석동),1673,Y,현대오일뱅크
현대오일뱅크(주)직영 사당셀프주유소,서울 동작구 동작대로 73 (사당동),1674,Y,현대오일뱅크
현대오일뱅크㈜직영 신대방셀프주유소,서울 동작구 시흥대로 616 (신대방동),1689,Y,현대오일뱅크
현대오일뱅크(주)직영 동작주유소,서울 동작구 상도로 403 (상도동),1694,N,현대오일뱅크
대성산업(주) 노량진주유소,서울 동작구 노량진로 172,1699,N,GS칼텍스
(주)성림에너지 남성주유소,서울 동작구 동작대로 135 (사당동),1699,Y,GS칼텍스
살피재주유소,서울 동작구 상도로 334,1785,N,SK에너지
성산대교셀프주유소,서울 마포구 성산로 144,1668,Y,현대오일뱅크
성산주유소,서울 마포구 월드컵북로 170 (성산제2동),1717,N,SK에너지
(주)안국에너지 망원동주유소,서울 마포구 월드컵로 119 (망원동),1718,N,SK에너지
마포시엠주유소,서울 마포구 월드컵북로62 (성산동),1727,N,GS칼텍스
청원주유소,서울 마포구 월드컵북로 113 (성산동),1728,N,현대오일뱅크
에스오일(주) 염리동주유소,서울 마포구 백범로 126 (염리동),1748,Y,S-OIL
용강주유소,서울 마포구 토정로 258,1766,N,S-OIL
대흥주유소,서울 마포구 대흥로 61 (대흥동),1778,N,SK에너지
SK에너지(주) 안국주유소,서울 마포구 양화로 33 (합정동),1843,N,SK에너지
SK에너지 양지주유소,서울 마포구 마포대로 69 (도화동),1898,N,SK에너지
마포주유소,서울 마포구 마포대로 186 (공덕동),1957,N,S-OIL
주식회사 에스에스오토,서울 마포구 서강로 76 (창전동),-,N,현대오일뱅크
문화사랑주유소,서울 서대문구 세검정로 87 (홍제동),1659,N,S-OIL
(주)창원이엔지 홍제지점,서울 서대문구 통일로 455 (홍제동),1659,N,현대오일뱅크
(주)미래아스팔트 신우주유소,서울 서대문구 가좌로 106 (홍은동),1664,Y,S-OIL
(주)가재울뉴타운주유소,서울 서대문구 모래내로 205,1672,Y,현대오일뱅크
남정주유소,서울 서대문구 모래내로 243 (남가좌동),1677,N,GS칼텍스
삼미상사(주)서부주유소,서울 서대문구 성산로 255,1678,Y,SK에너지
현대오일뱅크(주)직영 연세주유소,서울 서대문구 연희로 184,1687,Y,현대오일뱅크
행촌제2주유소,서울 서대문구 성산로 490 (대신동),1688,N,SK에너지
중앙에너비스 동교지점,서울 서대문구 연희로 12 (창천동),1688,Y,SK에너지
세일석유(주) 구도일주유소 두꺼비,서울 서대문구 성산로 312,1688,Y,S-OIL
(주)안국에너지 삼보셀프주유소,서울 서대문구 연희로 78 (연희동),1688,Y,SK에너지
현대오일뱅크㈜직영 독립문주유소,서울 서대문구 통일로 384 (홍제동),1688,N,현대오일뱅크
연희주유소,서울 서대문구 연희로 129 (연희동 89-7번지),1688,N,SK에너지
광호주유소,서울 서대문구 연희로 266 (홍은동),1698,N,SK에너지
지에스칼텍스(주)홍제동주유소,서울 서대문구 통일로 372,1699,Y,GS칼텍스
만남의광장주유소,서울 서초구 양재대로12길 73-71,1609,Y,알뜰(ex)
강남대로주유소,서울 서초구 강남대로 206 (양재동),1653,Y,S-OIL
극동유화(주) 전당앞주유소,서울 서초구 남부순환로 2391 (서초동),1653,Y,S-OIL
현대오일뱅크(주)직영 팔레스주유소,서울 서초구 사평대로 136 (반포동),1659,N,현대오일뱅크
한독주유소,서울 서초구 방배로 218 (방배동),1659,N,GS칼텍스
(주)한미석유 서초주유소,서울 서초구 반포대로 64 (서초동),1663,N,GS칼텍스
태봉셀프주유소,서울 서초구 태봉로 117 (우면동),1667,Y,SK에너지
서초꽃마을주유소,서울 서초구 반포대로 69 (서초동),1668,N,GS칼텍스
지에스칼텍스(주)선천주유소,서울 서초구 동작대로 206 (방배동),1669,N,GS칼텍스
현대오일뱅크(주)직영 서초제일주유소,서울 서초구 사임당로 116 (서초동),1669,N,현대오일뱅크
에쓰오일(주)직영 오토테크주유소,서울특별시 서초구  효령로 356 (서초동),1671,Y,S-OIL
현대오일뱅크(주)직영 방배현대주유소,서울 서초구 동작대로 182 (방배동),1674,N,현대오일뱅크
(주)대농석유 남태령주유소,서울 서초구 과천대로 838 (방배동),1675,Y,SK에너지
현대오일뱅크㈜직영 양재현대주유소,서울 서초구 마방로 6,1678,N,현대오일뱅크
양재주유소,서울 서초구 바우뫼로 178,1683,N,SK에너지
대성석유(주)연일주유소,서울 서초구 남부순환로 2451,1685,N,GS칼텍스
말죽거리주유소,서울 서초구 남부순환로 2650 (양재동),1686,N,GS칼텍스
신반포주유소,서울 서초구 사평대로 94 (반포동),1698,N,SK에너지
방배동주유소,서울 서초구 효령로 29 (방배동),1698,N,SK에너지
에너지플러스허브 삼방주유소,서울 서초구 사평대로 364 (서초동),1698,Y,GS칼텍스
반포그린주유소,서울 서초구 서초중앙로 239 (반포동),1698,N,GS칼텍스
(주)홈런주유소,서울 서초구 양재대로2길 100-30 (우면동),1698,Y,S-OIL
대신석유(주)대우주유소,서울 서초구 양재대로 173 (양재동),1699,Y,SK에너지
현대오일뱅크㈜직영 반포셀프주유소,서울 서초구 사평대로 12,1715,Y,현대오일뱅크
대성산업(주)직영 터미널(고속)주유소,서울 서초구 신반포로 222 (반포동),1728,N,GS칼텍스
대성산업(주)직영강남주유소,서울 서초구 반포대로 284 (반포동),1728,N,GS칼텍스
지에스칼텍스(주)헌릉로주유소,서울 서초구 헌릉로 177 (내곡동),1730,Y,GS칼텍스
지에스칼텍스(주)내곡주유소,서울 서초구 헌릉로 210,1730,N,GS칼텍스
지에스칼텍스(주)남서울주유소,서울 서초구 나루터로 83 (잠원동),1755,N,GS칼텍스
크로바주유소,서울 서초구 효령로 327 (서초동),1778,N,SK에너지
양재최고주유소,서울 서초구 매헌로 72 (양재동),1845,N,S-OIL
현대오일뱅크㈜직영 사평로주유소,서울 서초구 사평대로 350 (서초동),1882,N,현대오일뱅크
대신석유㈜서원주유소,서울 서초구 반포대로 142 (서초동),1998,N,SK에너지
(주)선문에너지 중앙주유소,서울특별시 서초구  바우뫼로 219 (양재1동),2027,N,S-OIL
선우상사Q엔느,서울 서초구 방배로 66 (방배동),2167,N,SK에너지
(주)서울에너지 직영,서울 성동구 천호대로 324 (용답동),1639,Y,S-OIL
KLP제2주유소,서울 성동구 동일로 249 (송정동),1639,Y,현대오일뱅크
정호주유소,서울 성동구 고산자로 307 (마장동),1648,N,자가상표
현대오일뱅크(주) 성동셀프주유소,서울 성동구 마장로 311 (마장동),1668,Y,현대오일뱅크
삼우주유소,서울 성동구 천호대로 392,1698,N,SK에너지
아이콘주유소,서울 성동구 고산자로 273 (도선동),1698,N,S-OIL
SK에너지(주) 군자동주유소,서울 성동구 천호대로 446 (용답동),1699,N,SK에너지
현대오일뱅크㈜직영 효진주유소,서울 성동구 동일로 129,1727,N,현대오일뱅크
경진주유소,서울 성동구 고산자로 348 (마장동),1728,N,SK에너지
지에스칼텍스㈜ 도루코주유소,서울 성동구 아차산로 180,1734,Y,GS칼텍스
kh에너지(주)성수만세주유소,서울 성동구 왕십리로 109,1766,Y,SK에너지
SK에너지(주) 성수주유소,서울 성동구 뚝섬로 352 (성수동1가),1774,N,SK에너지
SK세원2주유소,서울 성동구 광나루로 184 (성수동1가),1777,N,SK에너지
금호주유소,서울 성동구 금호로 39 (금호동4가),1898,N,GS칼텍스
(주)옥수하이웨이스테이션,서울 성동구 독서당로 168 (옥수동),1935,N,GS칼텍스
청계로주유소,서울 성동구 청계천로 454 (하왕십리동),1948,N,SK에너지
동일주유소,서울 성동구 광나루로 254 (성수동2가),1975,N,현대오일뱅크
원천주유소,서울 성북구 돌곶이로 142 (장위동),1609,N,알뜰주유소
신동방주유소,서울 성북구 월계로 84 (장위동),1625,N,S-OIL
이케이에너지(주) 강산제2주유소,서울 성북구 보국문로 52,1625,Y,현대오일뱅크
이케이에너지㈜ 강산주유소,서울 성북구 보문로 27 (보문동7가),1625,Y,GS칼텍스
중앙에너비스 종암지점,서울 성북구 종암로 58,1627,Y,SK에너지
(주)삼표에너지 정릉주유소,서울 성북구 보국문로 35 (정릉동),1629,Y,GS칼텍스
(주)성북주유소,서울 성북구 보문로 142,1645,Y,현대오일뱅크
현대오일뱅크㈜직영 고대셀프주유소,서울 성북구 종암로 12 (종암동),1645,Y,현대오일뱅크
(주)신용 구도일주유소화랑로,서울 성북구 화랑로 174,1647,Y,S-OIL
현대오일뱅크㈜직영 장삼주유소,서울 성북구 한천로 612 (장위동),1647,Y,현대오일뱅크
장위주유소,서울 성북구 화랑로 110 (하월곡동),1647,Y,S-OIL
우리주유소,서울 성북구 화랑로 292,1647,Y,SK에너지
SK에너지(주) 드림랜드주유소,서울 성북구 월계로 128 (장위동),1649,N,SK에너지
현대오일뱅크㈜직영 광덕셀프주유소,서울 성북구 보문로 89 (보문동5가),1657,Y,현대오일뱅크
재정제2주유소 길음지점,서울 성북구 삼양로 78 (길음동),1658,N,현대오일뱅크
현대오일뱅크㈜직영 북악셀프주유소,서울 성북구 정릉로 218 (정릉동),1658,Y,현대오일뱅크
㈜명연에너지 효성주유소,서울 성북구 화랑로 27,1659,N,GS칼텍스
삼선주유소,서울 성북구 창경궁로 324,1667,Y,S-OIL
지에스칼텍스(주) 종암주유소,서울 성북구 종암로 145 (종암동),1679,Y,GS칼텍스
신방주유소,서울 성북구 안암로 111 (안암동5가),1689,N,S-OIL
현대오일뱅크㈜직영 아리랑주유소,서울 성북구 아리랑로 96 (정릉동),1698,N,현대오일뱅크
지에스칼텍스㈜ 화랑주유소,서울 성북구 화랑로 185,1719,N,GS칼텍스
동일주유소,서울특별시 성북구  보문로 85 (보문동5가),1728,N,GS칼텍스
지에스칼텍스㈜ 세창주유소,서울 성북구 동소문로 323,1769,Y,GS칼텍스
송파알찬주유소,서울 송파구 백제고분로 229 (삼전동),1610,Y,S-OIL
삼전셀프주유소,서울 송파구 백제고분로 199,1610,Y,SK에너지
삼화주유소,서울 송파구 백제고분로 125,1610,Y,GS칼텍스
지에스이앤알 직영 송파제일주유소,서울 송파구 삼학사로 50 (석촌동),1620,Y,현대오일뱅크
아시아주유소,서울 송파구 도곡로 438 (잠실동),1640,Y,GS칼텍스
한강에너지(주)퍼스트주유소,서울 송파구 삼학사로 22 (석촌동),1665,Y,SK에너지
상아주유소,서울 송파구 거마로 82,1673,Y,현대오일뱅크
위례제일주유소,서울 송파구 위례서로 260,1673,Y,S-OIL
현대오일뱅크㈜직영 잠실셀프주유소,서울 송파구 송파대로 397 (석촌동),1674,Y,현대오일뱅크
방이주유소,서울 송파구 위례성대로12길 38 (방이동),1674,N,SK에너지
백제고분로주유소,서울 송파구 오금로 143 (방이동),1674,Y,SK에너지
(주)뉴명성산업 남성주유소,서울 송파구 백제고분로 474 (방이동),1679,N,현대오일뱅크
(주)남경석유 세영주유소,서울 송파구 동남로 298,1679,N,GS칼텍스
(주)잠실에너지,서울 송파구 송파대로 442 (송파동),1689,Y,S-OIL
완불주유소,서울 송파구 송파대로 3 (장지동),1695,Y,SK에너지
(주)신화에너지 서울지점,서울 송파구 가락로 47 (석촌동),1695,Y,SK에너지
남성대주유소,서울 송파구 송파대로 52 (장지동),1695,Y,SK에너지
송파주유소,서울 송파구 송이로 28 (송파동),1697,Y,GS칼텍스
(주)유진주유소,서울 송파구 동남로 325 (오금동),1697,N,SK에너지
현대오일뱅크㈜직영 거여셀프주유소,서울 송파구 거마로 5 (거여동),1698,Y,현대오일뱅크
대성주유소,서울 송파구 마천로 230 (마천동),1698,N,SK에너지
(주)정직한주유소,서울 송파구 오금로 455 (거여동),1698,Y,현대오일뱅크
(주)퍼스트오일서울주유소,서울 송파구 문정로 153,1698,N,S-OIL
제트라인DM주유소,서울 송파구 중대로 183 (가락동),1698,N,현대오일뱅크
(주)삼표에너지 우리주유소,서울 송파구 동남로 153,1705,N,GS칼텍스
지에스칼텍스(주)스마트위례주유소,서울 송파구 위례중앙로 43 (장지동),1705,Y,GS칼텍스
대성석유(주)석촌주유소,서울 송파구 백제고분로 289,1707,N,GS칼텍스
현대오일뱅크㈜직영 올림픽셀프주유소,서울 송파구 위례성대로 188 (오금동),1708,Y,현대오일뱅크
(주)삼표에너지 훼미리주유소,서울 송파구 중대로 58 (문정동),1708,N,GS칼텍스
현대오일뱅크㈜직영 서원주유소,서울 송파구 중대로 154 (가락동),1738,N,현대오일뱅크
지에스칼텍스(주)가든파이브주유소,서울 송파구 탄천동로 740,1745,Y,GS칼텍스
대신석유(주)진양주유소,서울 송파구 올림픽로 499 (풍납동),1888,N,SK에너지
가로공원주유소,서울 양천구 가로공원로 165 (신월동),1608,N,SK에너지
현대주유소,서울 양천구 남부순환로 372 (신월동),1609,Y,S-OIL
형산석유(주)원주유소,서울 양천구 남부순환로 408,1619,N,현대오일뱅크
개나리Self주유소,서울 양천구 남부순환로 442 (신월동),1619,Y,SK에너지
지에스이앤알 직영 서울주유소,서울 양천구 신정로 236 (신정동),1623,N,GS칼텍스
신월주유소,서울 양천구 신월로 193 (신월동),1625,Y,GS칼텍스
(주)블루에너지,서울 양천구 중앙로 226 (신정동),1628,Y,SK에너지
현대오일뱅크(주)직영 양천셀프주유소,서울 양천구 목동로 17,1638,Y,현대오일뱅크
현대오일뱅크(주)직영 남부순환셀프주유소,서울 양천구 남부순환로 553 (신월동),1639,Y,현대오일뱅크
양천구주유소,서울 양천구 국회대로 275 (목동),1653,Y,알뜰주유소
신정동주유소,서울 양천구 안양천로 663 (신정동),1668,Y,현대오일뱅크
(주)서부트럭터미날,서울 양천구 신정로 167 (신정동),1669,N,현대오일뱅크
현대오일뱅크㈜직영 목동셀프주유소,서울 양천구 공항대로 648 (목동),1669,Y,현대오일뱅크
현대오일뱅크(주)직영 양천현대셀프주유소,서울 양천구 안양천로 1179 (목동),1669,Y,현대오일뱅크
지에스칼텍스㈜ 서호주유소,서울 양천구 남부순환로 317,1674,Y,GS칼텍스
목동주유소,서울 양천구 목동중앙로 125 (목동),1678,Y,SK에너지
(주)삼표에너지 목동주유소,서울 양천구 목동서로 129 (목동),1678,N,GS칼텍스
지에스칼텍스㈜ 건지주유소,서울 양천구 안양천로 1171 (목동),1679,Y,GS칼텍스
현대오일뱅크(주)직영 신목동셀프주유소,서울 양천구 목동동로10길 13,1698,Y,현대오일뱅크
양정주유소,서울 양천구 국회대로 158 (신정동),1698,N,현대오일뱅크
SK에너지(주) 신평,서울 양천구 목동남로 62 (신정동),1699,N,SK에너지
대농self주유소,서울 양천구 중앙로 331 (신월동),1704,Y,SK에너지
SK에너지(주) 경인주유소,서울 양천구 국회대로 170 (신정동),1716,Y,SK에너지
신양주유소,서울 양천구 지양로 67,1734,N,SK에너지
평화주유소,서울 양천구 안양천로 657 (신정동),1877,N,SK에너지
남서울고속주유소,서울 영등포구 가마산로 367 (대림동),1598,Y,SK에너지
영등포제일셀프주유소,서울 영등포구 가마산로 379,1598,Y,현대오일뱅크
도림주유소,서울 영등포구 도림로 343 (도림동),1598,Y,알뜰주유소
성락주유소,서울 영등포구 가마산로 414 (신길동),1598,Y,S-OIL
(주)강서오일,서울 영등포구 도신로 151,1609,N,현대오일뱅크
(주)MS주유소,서울 영등포구 대림로 230,1618,N,현대오일뱅크
(주)대청에너지 대청주유소,서울 영등포구 가마산로 328 (대림동),1619,N,GS칼텍스
현대오일뱅크㈜직영 대일셀프주유소,서울 영등포구 영등포로 168,1629,Y,현대오일뱅크
행촌주유소,서울 영등포구 도신로 130 (신길동),1629,N,SK에너지
(주)지에스이앤알 보라주유소,서울 영등포구 영등포로 399 (신길동),1633,N,GS칼텍스
매봉주유소,서울 영등포구 도신로 248 (신길동),1638,Y,현대오일뱅크
지에스칼텍스㈜ 신길주유소,서울 영등포구 신길로 74 (신길동),1639,Y,GS칼텍스
한경석유(주)경덕주유소,서울 영등포구 여의대방로23길 2 (신길동),1648,Y,SK에너지
㈜지에스이앤알 모드니주유소,서울 영등포구 경인로 789,1649,N,GS칼텍스
영등포현대셀프주유소,서울 영등포구 경인로 822 (영등포동),1649,Y,현대오일뱅크
씨앤에스유통 한성주유소,서울 영등포구 여의대방로 227,1667,N,S-OIL
(주)한미석유 제2한강주유소,서울 영등포구 선유로 260 (양평동4가),1668,Y,GS칼텍스
선유도주유소,서울 영등포구 양평로 141 (양평동5가),1668,Y,S-OIL
SK에너지(주) 신길동주유소,서울 영등포구 영등포로 348 (신길동),1679,N,SK에너지
SK에너지(주) 양평주유소,서울 영등포구 선유로 195 (양평동3가),1688,Y,SK에너지
SK에너지(주) 기린주유소,서울 영등포구 선유로 270,1688,Y,SK에너지
한일주유소,서울 영등포구 도림로 486 (문래동3가),1695,N,SK에너지
성원이앤에스(주)영등포지점,서울 영등포구 국회대로52길 9-13 (영등포동7가),1887,N,GS칼텍스
버드나룻길주유소,서울 영등포구 버드나루로 111 (당산동),1990,N,SK에너지
SJ오일(주) 여의도주유소,서울 영등포구 은행로 64,2109,N,GS칼텍스
KH여의도주유소,서울 영등포구 국회대로 794 (여의도동),2110,N,SK에너지
지에스칼텍스(주) 국회대로주유소,서울 영등포구 국회대로 746 (여의도동),2110,N,GS칼텍스
현대오일뱅크㈜직영 여의도현대주유소,서울 영등포구 의사당대로 154 (여의도동),2119,N,현대오일뱅크
지에스칼텍스㈜ 화일주유소,서울 영등포구 도림로 415,-,Y,GS칼텍스
㈜지에스이앤알 미아주유소,서울 강북구 도봉로 122 (미아동),1612,Y,GS칼텍스
수유동주유소,서울 강북구 도봉로 395 (수유동),1612,Y,GS칼텍스
(주)석산에너지,서울 강북구 삼양로 316 (수유동),1612,Y,현대오일뱅크
북서울고속주유소,서울 강북구 삼양로 410 (수유동),1612,Y,S-OIL
덕릉로주유소,서울 강북구 덕릉로 158 (번동),1634,N,S-OIL
KH에너지(주)직영 송정주유소,서울 강북구 인수봉로 185 (수유동),1635,N,SK에너지
현대오일뱅크(주)직영 번동셀프주유소,서울 강북구 한천로 963 (번동),1637,Y,현대오일뱅크
현대오일뱅크㈜직영 새한셀프주유소,서울 강북구 도봉로 75,1637,Y,현대오일뱅크
SK에너지(주) 매일주유소,서울 강북구 삼양로 217 (미아동),1642,Y,SK에너지
현대오일뱅크(주)직영 미아셀프주유소,서울 강북구 도봉로 200 (미아동),1648,Y,현대오일뱅크
세원주유소,서울 강북구 한천로 918 (번동),1648,Y,SK에너지
에덴주유소,서울 강북구 월계로 195 (번동),1649,Y,SK에너지
대성석유(주)신광주유소,서울 강북구 삼양로 484,1655,N,GS칼텍스
제3한강주유소,서울 용산구 한남대로 45 (한남동),1898,N,GS칼텍스
현대오일뱅크㈜직영 강변현대주유소,서울 용산구 원효로 9 (청암동),1908,N,현대오일뱅크
(주)영원 풍기주유소,서울 용산구 원효로 178 (원효로2가),1980,N,GS칼텍스
(주)신태성주유소,서울 용산구 원효로 147 (원효로3가),1998,N,SK에너지
(주)남경주유소,서울 용산구 녹사평대로11길 24,1999,N,SK에너지
현대오일뱅크㈜직영 한남동주유소,서울 용산구 한남대로 204 (한남동),2018,N,현대오일뱅크
현대오일뱅크(주)직영 소월길주유소,서울 용산구 소월로 66 (후암동),2027,N,현대오일뱅크
현대오일뱅크㈜직영 갈월동주유소,서울 용산구 한강대로 322 (갈월동),2028,N,현대오일뱅크
한석주유소,서울 용산구 이촌로 164,2036,N,SK에너지
한남지점,서울 용산구 한남대로21길 4 (한남동),2178,N,SK에너지
에너비스,서울 용산구 한남대로 82 (한남동),2178,N,SK에너지
동자동주유소,서울 용산구 한강대로104길 6 (동자동),2270,N,SK에너지
서계주유소,서울 용산구 청파로 367 (서계동),2453,N,GS칼텍스
(주)명연에너지 수색훼미리주유소,서울 은평구 수색로 236 (수색동),1639,Y,현대오일뱅크
타이거주유소,서울 은평구 수색로 188 (증산동),1639,Y,SK에너지
불광주유소,서울 은평구 연서로 314 (불광동),1657,Y,현대오일뱅크
은평뉴타운주유소,서울 은평구 통일로 924 (불광동),1668,Y,SK에너지
현대오일뱅크㈜직영 은평드림주유소,서울 은평구 통일로 1151 (진관동),1668,N,현대오일뱅크
성원이앤에스(주)은평지점,서울 은평구 통일로 968 (진관동),1668,Y,GS칼텍스
다회주유소,서울 은평구 증산로 441 (신사동),1669,Y,S-OIL
뉴타운셀프주유소,서울 은평구 통일로 1031,1676,Y,S-OIL
제이제이에너지,서울 은평구 응암로 163,1677,Y,SK에너지
박석고개주유소,서울 은평구 통일로 945 (갈현동),1678,Y,SK에너지
지에스칼텍스(주)수색뉴타운주유소,서울 은평구 수색로 350 (수색동),1679,Y,GS칼텍스
대성산업㈜ 대성주유소,서울 은평구 통일로 642,1689,Y,GS칼텍스
지에스칼텍스㈜ 녹번주유소,서울 은평구 통일로 600 (녹번동),1699,Y,GS칼텍스
지에스칼텍스㈜ 서부주유소,서울 은평구 응암로 210 (응암동),1718,Y,GS칼텍스
지에스칼텍스㈜ 신사제일주유소,서울 은평구 증산로 423 (신사동),1718,Y,GS칼텍스
코끼리주유소,서울 은평구 서오릉로 41 (녹번동),1728,N,자가상표
