Oil_store,주소,가격,셀프,상표
삼성주유소,충남 부여군 규암면 흥수로 665,1660,N,현대오일뱅크
현대주유소,충남 부여군 외산면 성충로 123,1660,N,현대오일뱅크
그린주유소,충남 부여군 외산면 외산로 50,1660,N,S-OIL
정원주유소,충남 부여군 부여읍 금성로 96,1660,N,GS칼텍스
서동주유소,충남 부여군 양화면 충절로 468,1660,N,현대오일뱅크
임천주유소,충남 부여군 임천면 성흥로 8,1660,N,SK에너지
온해주유소,충남 부여군 내산면 성충로 531,1660,N,SK에너지
청룡주유소,충남 부여군 임천면 충절로 1454,1660,N,S-OIL
구룡주유소,충남 부여군 구룡면 흥수로 152,1660,N,현대오일뱅크
형제주유소,충남 부여군 장암면 충절로 1746,1666,N,GS칼텍스
장암주유소,충남 부여군 장암면 충절로 1900,1667,N,SK에너지
노루목주유소,충남 부여군 외산면 만수로 555,1670,N,현대오일뱅크
대명주유소,충남 부여군 규암면 흥수로 516,1670,N,S-OIL
백마강주유소,충남 부여군 규암면 계백로 80,1675,N,SK에너지
조현주유소,충남 부여군 홍산면 대백제로 1043,1680,N,SK에너지
규암주유소,충남 부여군 규암면 흥수로 887,1690,N,SK에너지
중앙주유소,충남 부여군 부여읍 성왕로 160,1690,N,GS칼텍스
서광주유소,충남 부여군 규암면 충절로 2075,1715,N,SK에너지
홍산주유소,충남 부여군 홍산면 홍산로 62,1715,N,SK에너지
제일주유소,충남 부여군 부여읍 삼충로 372,-,N,자가상표
구두래주유소,충남 부여군 부여읍 삼충로 184,-,N,자가상표
죽림주유소,충남 부여군 내산면 성충로 932,-,N,현대오일뱅크
대성주유소,충남 부여군 은산면 충절로 3065,-,N,SK에너지
삼마주유소,충남 서산시 서해로 3614 (잠홍동),1607,Y,S-OIL
수석주유소,충남 서산시 중앙로 395,1608,Y,SK에너지
서산자연주유소,충남 서산시 소탐2길 17-8 (수석동),1608,Y,GS칼텍스
장등주유소,충남 서산시 지곡면 충의로 1546,1609,N,알뜰주유소
서동알뜰주유소,충남 서산시 고운로 320,1613,Y,알뜰주유소
해미 I.C 주유소,충남 서산시 해미면 중앙로 1142,1615,Y,SK에너지
서산IC주유소,충남 서산시 음암면 서해로 4020,1615,Y,현대오일뱅크
김여사네self주유소,충남 서산시 음암면 서해로 4019,1615,Y,S-OIL
이레주유소,충남 서산시 팔봉면 서해로 2294,1615,Y,GS칼텍스
서산제일주유소,충남 서산시 양열로 149-39,1615,Y,SK에너지
하이웨이주유소,충남 서산시 음암면 서해로 3986,1616,Y,GS칼텍스
파워주유소,충남 서산시 지곡면 충의로 1198,1617,Y,SK에너지
착한셀프주유소,충남 서산시 음암면 서해로 3837,1617,Y,SK에너지
예천동주유소,충남 서산시 공림3길 13 (예천동),1617,Y,알뜰주유소
오토벨리(주),충남 서산시 지곡면 무장산업로 183,1618,Y,현대오일뱅크
대륙주유소,충남 서산시 서령로 106 (동문동),1625,Y,현대오일뱅크
애향셀프주유소,충남 서산시 고운로 254 (동문동),1627,Y,SK에너지
서창셀프주유소,충남 서산시 안견로 255 (동문동),1628,Y,현대오일뱅크
대산농협주유소,충남 서산시 대산읍 충의로 2001,1630,Y,NH-OIL
(주)서해안주유소,충남 서산시 중앙로 452 (수석동),1638,N,GS칼텍스
지곡주유소,충남 서산시 지곡면 충의로 1309,1639,Y,S-OIL
대득주유소,충남 서산시 대산읍 충의로 1950,1639,N,SK에너지
서산현대주유소,충남 서산시 음암면 서해로 3961,1639,N,현대오일뱅크
현대부석주유소,충남 서산시 부석면 무학로 946,1640,N,현대오일뱅크
부석농협주유소,충청남도 서산시 부석면 무학로 1175,1640,N,NH-OIL
서산농협팔봉주유소,충남 서산시 팔봉면 한월당로 344,1640,N,NH-OIL
서산농협주유소,충남 서산시 서해로 3179 (예천동),1640,N,NH-OIL
해미농협주유소,충남 서산시 해미면 중앙로 1072,1640,N,NH-OIL
고북농협주유소,충남 서산시 고북면 고북1로 295,1640,N,NH-OIL
가나다주유소,충남 서산시 부석면 강경벌로 442,1640,N,현대오일뱅크
행복주유소,충남 서산시 팔봉면 서해로 2408,1645,N,현대오일뱅크
노란주유소,충남 서산시 성연면 충의로 406,1645,Y,SK에너지
문양주유소,충남 서산시 음암면 회천로 109,1648,N,현대오일뱅크
태윤주유소,충남 서산시 인지면 서해로 2663,1648,N,현대오일뱅크
인지주유소,충남 서산시 인지면 무학로 1498,1648,N,SK에너지
풍차주유소,충남 서산시 인지면 서해로 3001,1648,N,S-OIL
행복한주유소,충남 서산시 인지면 무학로 1747,1648,N,현대오일뱅크
빈에너지,충남 서산시 부석면 천수만로 583-5,1649,Y,SK에너지
(주)한양고속주유소,충남 서산시 음암면 운암로 644,1649,N,현대오일뱅크
참좋은주유소,충남 서산시 대산읍 충의로 2105,1649,Y,현대오일뱅크
음암농협주유소,충남 서산시 음암면 서해로 4363,1649,N,현대오일뱅크
한마음주유소,충남 서산시 충의로 299 (갈산동),1649,Y,현대오일뱅크
형제주유소,충남 서산시 음암면 운암로 678,1650,N,S-OIL
광천주유소,충남 서산시 고운로 28 (예천동),1650,N,GS칼텍스
우리주유소,충남 서산시 음암면 운암로 485,1650,N,현대오일뱅크
서산인삼농협주유소,충남 서산시 중앙로 520,1658,N,현대오일뱅크
(주)대산에너지,충남 서산시 대산읍 충의로 1700,1658,N,현대오일뱅크
음암주유소,충남 서산시 음암면 운암로 340,1659,N,SK에너지
㈜백광소재서산(상)주유소/충전소,충남 서산시 해미면 서해안고속도로 242,1659,N,알뜰(ex)
㈜백광소재 서산(하)주유소/충전소,충남 서산시 해미면 서해안고속도로 241,1659,Y,알뜰(ex)
명천주유소,충남 서산시 성연면 명천3길 101-7,1660,N,현대오일뱅크
만석2에너지,충청남도 서산시 음암면 백제사신로 839,1665,Y,SK에너지
만석에너지,충남 서산시 음암면 백제사신로 990,1665,N,현대오일뱅크
청기와주유소,충남 서산시 성연면 충의로 633,1668,N,현대오일뱅크
간월주유소,충남 서산시 부석면 천수만로 750,1668,N,SK에너지
(주)오메가에너지,충남 서산시 음암면 백제사신로 1180,1668,Y,S-OIL
현대주유소,충남 서산시 음암면 운암로 200,1669,N,현대오일뱅크
하늘빛주유소,충남 서산시 서령로 249 (온석동),1669,N,현대오일뱅크
태형주유소,충남 서산시 고북면 내포로 2344,1669,N,S-OIL
금아오일뱅크,충남 서산시 지곡면 충의로 1300,1669,N,현대오일뱅크
운산농협주유소,충남 서산시 운산면 운암로 1030,1670,N,현대오일뱅크
성연농협주유소,충남 서산시 성연면 두치로 19,1670,N,NH-OIL
신성주유소,충남 서산시 지곡면 화천1로 25,1670,N,GS칼텍스
가야주유소,충남 서산시 운산면 해운로 1070,1670,N,현대오일뱅크
현대오일뱅크㈜직영 잠홍셀프주유소,충남 서산시 서해로 3602 (잠홍동),1674,Y,현대오일뱅크
삼길주유소,충남 서산시 대산읍 충의로 2827,1679,N,현대오일뱅크
해미읍성주유소,충남 서산시 해미면 남문1로 7,1679,N,S-OIL
세움주유소,충남 서산시 운산면 운암로 1126,1679,N,현대오일뱅크
태영주유소,충남 서산시 해미면 한티로 288,1679,N,현대오일뱅크
어송주유소,충남 서산시 팔봉면 어송1길 237,1680,N,GS칼텍스
오성주유소,충남 서산시 중앙로 120 (석림동),1680,N,S-OIL
현대오일뱅크㈜직영 서강주유소,충남 서산시 서해로 3584 (잠홍동),1684,N,현대오일뱅크
죽성주유소,충남 서산시 남부순환로 805 (죽성동),1688,N,SK에너지
대산 훼미리주유소,충남 서산시 대산읍 충의로 2408,1689,N,현대오일뱅크
운산주유소,충남 서산시 운산면 운암로 1007,1690,N,GS칼텍스
현대오일뱅크(주) 황금산주유소,충남 서산시 대산읍 독곶1로 46,1694,N,현대오일뱅크
현대오일뱅크(주) 대산,충남 서산시 대산읍 충의로 2611,1694,N,현대오일뱅크
독곶주유소,충남 서산시 대산읍 명지1로 390,1695,N,SK에너지
바위주유소,충남 서산시 해미면 남문2로 84,1695,N,현대오일뱅크
(주)SK대기주유소,충남 서산시 대산읍 명지1로 154,1695,N,SK에너지
석림주유소,충남 서산시 한마음10로 26 (석림동),1698,N,현대오일뱅크
팔봉산주유소,충남 서산시 팔봉면 팔봉2로 194-88,1699,N,SK에너지
늘푸른주유소,충남 서산시 문화로 58 (읍내동),1710,N,GS칼텍스
희망주유소,충남 서산시 충의로 256 (갈산동),1715,N,S-OIL
(주)유니주유소/충전소,충남 서산시 서해로 3621,1719,N,GS칼텍스
서산에너지주유소,충남 서산시 무학로 1889 (예천동),-,N,S-OIL
하이츠제2주유소,충남 서산시 대산읍 충의로 1869,-,N,GS칼텍스
하나주유소,충남 서산시 안견로 115 (동문동),-,N,SK에너지
명지주유소,충남 서산시 대산읍 충의로 2248-27,-,N,현대오일뱅크
장항농협주유소,충남 서천군 장항읍 성화로 83,1586,Y,NH-OIL
서천(목포)주유소/충전소,충남 서천군 비인면 서해안고속도로 169,1609,Y,알뜰(ex)
서창산업(주) 서천(서울방향)주유소,충남 서천군 비인면 서해안고속도로 168,1614,Y,알뜰(ex)
한산농협주유소,충남 서천군 기산면 충절로 966,1619,Y,NH-OIL
동산주유소,충남 서천군 서천읍 서문로 366,1619,N,현대오일뱅크
수연에너지㈜우리주유소,충청남도 서천군 판교면 대백제로 1560,1619,N,알뜰주유소
SK행복주유소,충남 서천군 서천읍 충절로 118,1619,N,SK에너지
마산주유소,충남 서천군 마산면 한마로 450,1619,Y,GS칼텍스
해창주유소,충남 서천군 마서면 장천로 920,1619,Y,알뜰주유소
평화주유소,충남 서천군 문산면 서문로 1247,1620,N,GS칼텍스
서서천농협주유소,충남 서천군 서면 서인로 824,1620,N,NH-OIL
서해주유소,충남 서천군 마서면 장천로 410,1625,N,현대오일뱅크
장항주유소,충남 서천군 장항읍 장산로 504,1627,N,알뜰주유소
도둔주유소,충남 서천군 서면 서인로 690,1629,N,SK에너지
드림주유소,충남 서천군 장항읍 대백제로 50,1635,N,S-OIL
서천군수협희리산주유소,충남 서천군 종천면 충서로 107,1635,N,S-OIL
우영주유소,충남 서천군 종천면 충서로 366,1635,N,현대오일뱅크
장군주유소,충남 서천군 장항읍 장산로 622,1637,N,현대오일뱅크
망월주유소,충남 서천군 화양면 장산로 1098,1637,N,현대오일뱅크
오거리주유소,충남 서천군 서천읍 충절로 130,1639,N,S-OIL
신우주유소,충남 서천군 마서면 장서로 427,1639,N,현대오일뱅크
동백주유소,충남 서천군 비인면 충서로 1062,1640,N,GS칼텍스
대양주유소,충남 서천군 서면 서인로 571,1640,Y,GS칼텍스
국제주유소,충남 서천군 서천읍 서천로 245,1640,N,GS칼텍스
기린주유소,충남 서천군 기산면 충절로 591,1640,N,S-OIL
한산주유소,충남 서천군 한산면 충절로 1190,1649,N,SK에너지
판교주유소,충남 서천군 판교면 대백제로 1914,1649,N,GS칼텍스
성일주유소,충남 서천군 서천읍 서천로 115-1,1650,N,SK에너지
화양주유소,충남 서천군 화양면 옥포길 40,1659,N,현대오일뱅크
하구언주유소SK,충남 서천군 마서면 금강로 1111,1659,N,SK에너지
중앙주유소,충남 서천군 장항읍 장서로 117,1659,N,SK에너지
동서천IC주유소,충남 서천군 화양면 장산로 1430,1659,N,S-OIL
(주)씨엔에이치 독도셀프주유소,충남 아산시 인주면 서해로 492,1592,Y,현대오일뱅크
오토밸리셀프(주) 아산점,충남 아산시 온천대로 1094(득산동),1593,Y,현대오일뱅크
CJ대한통운㈜ 아산주유소,충남 아산시 온천대로 1169,1593,Y,GS칼텍스
블루에너지주유소,충남 아산시 온천대로 1067 (득산동),1593,Y,GS칼텍스
아산테크노주유소,충남 아산시 영인면 아산로 1338,1593,Y,GS칼텍스
(주)디오티디 아산꿀꿀이주유소,충남 아산시 영인면 장영실로 684,1593,N,SK에너지
명품주유소,충남 아산시 영인면 아산로 854,1594,N,S-OIL
(주)엘에이치상사OK주유소,충남 아산시 염치읍 아산로 807,1594,N,GS칼텍스
아산스타주유소,충남 아산시 온천대로 1282 (방축동),1595,Y,GS칼텍스
희망찬주유소,청남 아산시 도고면 온천대로 476 (도고면),1599,Y,현대오일뱅크
설운에너지 주유소,충남 아산시 음봉면 음봉면로 192,1599,Y,GS칼텍스
강변셀프주유소,충남 아산시 곡교천로 288,1607,Y,현대오일뱅크
순천향셀프주유소,충남 아산시 신창면 온천대로 846,1615,Y,현대오일뱅크
한빛셀프,충남 아산시 도고면 온천대로 342,1615,Y,현대오일뱅크
학성주유소,충남 아산시 신창면 온천대로 798,1615,Y,S-OIL
원에너지주유소,충남 아산시 둔포면 충무로 1213,1618,N,GS칼텍스
영인산주유소,충남 아산시 영인면 아산로 987,1619,Y,현대오일뱅크
이루다셀프주유소,충남 아산시 온천대로 1291 (방축동),1619,Y,현대오일뱅크
이순신주유소,충남 아산시 염치읍 이순신대로 210-2,1624,Y,S-OIL
신달주유소,충남 아산시 신창면 서부북로 691,1625,N,S-OIL
금산주유소,충남 아산시 도고면 온천대로 164,1625,N,GS칼텍스
서해안주유소,충남 아산시 도고면 온천대로 102,1625,N,현대오일뱅크
중암주유소,충남 아산시 둔포면 충무로 1222-1,1628,N,S-OIL
진양주유소,충남 아산시 온천대로 1735 (모종동),1629,Y,SK에너지
대광주유소,충남 아산시 문화로 363(모종동),1629,Y,현대오일뱅크
아산호서대주유소,충남 아산시 배방읍 호서로 254,1635,Y,현대오일뱅크
아미스타주유소,충남 아산시 인주면 아산만로 1482,1635,Y,S-OIL
중도석유(주)중도행복주유소,충남 아산시 배방읍 고속철대로 171,1638,Y,GS칼텍스
신창주유소,충남 아산시 신창면 온천대로 725,1638,N,S-OIL
지에스칼텍스㈜ KTX주유소(아산),충남 아산시 배방읍 이순신대로 832,1639,Y,GS칼텍스
둔포주유소,충남 아산시 둔포면 아산호로 1004,1640,Y,S-OIL
경민주유소,충남 아산시 선장면 아산만로 697,1645,N,GS칼텍스
자원주유소,충남 아산시 둔포면 장영실로 1101,1647,Y,현대오일뱅크
초원주유소,충남 아산시 실옥로 67 (실옥동),1648,N,S-OIL
중부주유소,충남 아산시 영인면 장영실로 687,1648,N,GS칼텍스
금계령주유소,충남 아산시 송악면 외암로 23,1649,N,SK에너지
염치농협주유소,충남 아산시 염치읍 아산로 321,1649,Y,NH-OIL
(주)이순신휴게소,충남 아산시 염치읍 아산로 625,1649,Y,SK에너지
자유주유소,충남 아산시 외암로 1380,1655,Y,GS칼텍스
신화상사(주)성원주유소,충남 아산시 순천향로 998 (좌부동),1655,N,S-OIL
(주)구온양셀프주유소,충남 아산시 외암로 1379,1655,Y,S-OIL
남경주유소,충남 아산시 음봉면 아산온천로 240,1655,N,S-OIL
남동주유소,충남 아산시 순천향로 1035 (남동),1655,Y,현대오일뱅크
신항만주유소,충남 아산시 영인면 장영실로 430,1655,N,현대오일뱅크
가산주유소,충남 아산시 선장면 아산만로 971,1658,N,GS칼텍스
우리주유소(주),충남 아산시 온천대로 1793,1659,Y,S-OIL
한마음주유소, 충청남도 아산시 염치읍 아산로 602,1659,N,S-OIL
온양농협주유소,충남 아산시 신창면 서부북로 906,1659,N,NH-OIL
㈜강청주유소,충남 아산시 염치읍 현대로 340,1659,N,현대오일뱅크
베스트주유소,충남 아산시 선장면 아산만로 582,1659,N,S-OIL
해암주유소,충남 아산시 인주면 현대로 855,1659,N,현대오일뱅크
영인주유소,충남 아산시 영인면 영인로 162,1659,N,GS칼텍스
도고주유소,충남 아산시 도고면 도고면로 2,1659,N,SK에너지
통일에너지(주),충남 아산시 온천대로 1705 (모종동),1659,Y,GS칼텍스
무지개주유소,충남 아산시 염치읍 충무로 381,1660,N,S-OIL
둔포농협주유소,충남 아산시 둔포면 충무로 1759,1665,N,현대오일뱅크
배방농협주유소,충남 아산시 배방읍 호서로 429,1665,N,NH-OIL
장원주유소,충남 아산시 음봉면 음봉로 195,1665,N,알뜰주유소
음봉농협주유소,충남 아산시 음봉면 삼성로 561,1665,N,NH-OIL
고룡산주유소,충남 아산시 영인면 장영실로 619,1666,N,현대오일뱅크
대경주유소,충남 아산시 탕정면 탕정면로 327,1667,N,S-OIL
구성주유소,충남 아산시 영인면 아산호로 496,1669,N,SK에너지
행복날개주유소,충남 아산시 배방읍 온천대로 1829,1669,Y,SK에너지
동신주유소,충남 아산시 온천대로 1616,1669,Y,GS칼텍스
대흥주유소,충남 아산시 선장면 아산만로 770,1669,N,알뜰주유소
호서대프라자,충남 아산시 배방읍 온천대로 2236,1669,Y,SK에너지
현대오일뱅크(주) 동부주유소,충남 아산시 문화로 317 (모종동),1669,N,현대오일뱅크
공단주유소,충남 아산시 인주면 아산만로 1368,1669,N,현대오일뱅크
아산옥정주유소,충남 아산시 아산로 146 (온천동),1669,Y,현대오일뱅크
현대제일주유소,충남 아산시 인주면 현대로 1088,1669,N,GS칼텍스
행복한주유소,충남 아산시 신창면 서부북로 331,1669,N,현대오일뱅크
선도농협주유소,충남 아산시 선장면 아산만로 603,1669,N,NH-OIL
아산주유소,충남 아산시 염치읍 서원길 14,1675,N,S-OIL
착한주유소,충청남도 아산시 외암로 1279 (장존동),1675,Y,GS칼텍스
월선주유소,충남 아산시 영인면 월선길 82,1677,Y,SK에너지
삼화1주유소,충남 아산시 둔포면 충무로 1576,1678,N,현대오일뱅크
AJ에너지(주)직영 아산주유소,충남 아산시 둔포면 충무로 1408,1678,N,현대오일뱅크
백석포주유소,충남 아산시 영인면 아산호로 191,1678,N,S-OIL
대지주유소,충남 아산시 신창면 온천대로 953,1678,N,현대오일뱅크
대성주유소,충남 아산시 신창면 순천향로 124,1679,N,GS칼텍스
삼성GOOD주유소,충청남도 아산시 탕정면 436-2,1679,Y,S-OIL
(주)현충사오일,충남 아산시 염치읍 이순신대로 210-1,1679,N,S-OIL
동인석유 주식회사,충남 아산시 순천향로 738 (장존동),1680,N,SK에너지
푸른주유소,충남 아산시 아산로 82 (온천동),1685,Y,GS칼텍스
기산주유소,충남 아산시 순천향로 408,1687,N,현대오일뱅크
쌍암주유소,충남 아산시 음봉면 연암율금로 555,1687,N,현대오일뱅크
아산호주유소,충남 아산시 염치읍 아산로 770,1688,N,GS칼텍스
좋은차주유소,충남 아산시 염치읍 현대로 152,1689,N,S-OIL
아산신도시주유소,충남 아산시 배방읍 새아산로 20-2,1689,Y,SK에너지
세종주유소,충남 아산시 배방읍 배방로 183,1689,N,S-OIL
명진주유소,충남 아산시 인주면 서해로 525,1689,N,현대오일뱅크
삼거리주유소,충남 아산시 음봉면 아산온천로 528-8,1689,N,현대오일뱅크
백석주유소,충남 아산시 영인면 아산호로 318,1689,N,현대오일뱅크
세원주유소,충남 아산시 송악면 송악로 243,1690,N,S-OIL
송남주유소,충남 아산시 외암로 641,1690,N,현대오일뱅크
송악주유소,충남 아산시 송악면 송악로 832,1690,N,현대오일뱅크
두현주유소,충남 아산시 송악면 외암로 239,1690,N,SK에너지
민들레주유소,충남 아산시 염치읍 은행나무길 183,1690,N,GS칼텍스
신인주유소,"충남 아산시 순천향로 530,  (신인동)",1695,N,S-OIL
송촌주유소,충남 아산시 음봉면 음봉로 336,1697,N,SK에너지
삼성주유소,충남 아산시 음봉면 연암율금로 78,1697,N,SK에너지
삼성그린주유소,충남 아산시 음봉면 음봉로 648,1698,Y,GS칼텍스
산동주유소,충남 아산시 음봉면 음봉로 787,1698,N,GS칼텍스
삼성테크노주유소,충남 아산시 탕정면 삼성로 350,1699,N,현대오일뱅크
가람주유소,충남 아산시 인주면 인주산단로 23-2,1699,N,S-OIL
인주만주유소,충남 아산시 인주면 아산만로 1614,1699,N,현대오일뱅크
충무주유소,충남 아산시 충무로 152,1699,N,SK에너지
남산주유소,충남 아산시 시민로221 (용화동),1699,Y,S-OIL
(주)소모에너지 아산둔포주유소,충남 아산시 둔포면 장영실로 1292,1705,N,GS칼텍스
덕원주유소,충남 아산시 도고면 온천대로 55,1728,Y,SK에너지
(주)소나무 음봉주유소(Self),충남 아산시 음봉면 음봉로 655,1728,Y,S-OIL
동일주유소,충남 아산시 곡교천로 151 (온천동),1745,N,GS칼텍스
화랑주유소,충남 아산시 외암로 1568 (풍기동),1749,N,S-OIL
영일주유소,충남 아산시 충무로 62,-,N,자가상표
온양주유소,충남 아산시 온천대로 1530 (온천동),-,N,자가상표
문방스타주유소,충남 아산시 아산만로 1504,-,N,현대오일뱅크
㈜선인상사 예산(당진방향)주유소/충전소,충남 예산군 신양면 당진영덕고속도로 33,1604,N,알뜰(ex)
광시농협주유소,충남 예산군 광시면 예당로 187,1610,Y,NH-OIL
코리아주유소,충청남도 예산군 예산읍 충서로 994,1613,Y,알뜰주유소
세계주유소,충남 예산군 예산읍 벚꽃로 320,1614,Y,S-OIL
신벚꽃주유소,충남 예산군 예산읍 벚꽃로 248,1615,N,현대오일뱅크
(주)행복드림주유소,충남 예산군 신양면 차동로 524,1618,Y,알뜰주유소
(주)오일네트워크 예산훼미리,충남 예산군 예당평야로 598,1619,N,현대오일뱅크
㈜선인상사 예산(대전방향)주유소,충남 예산군 신양면 당진영덕고속도로 34,1624,N,알뜰(ex)
예산현대주유소,충청남도 예산군 예산읍 예산로 135,1625,N,현대오일뱅크
삼광주유소,충남 예산군 예산읍 예산로 67,1625,Y,S-OIL
효자주유소,충남 예산군 예산읍 벚꽃로 459,1628,Y,GS칼텍스
동부주유소,충남 예산군 대흥면 예당로 1009,1629,N,S-OIL
금광주유소,충남 예산군 오가면 충서로 745,1635,Y,SK에너지
통큰주유소,충남 예산군 예산읍 충서로 1478,1638,N,현대오일뱅크
효자골주유소,충남 예산군 덕산면 홍덕서로 497,1638,N,현대오일뱅크
무진장주유소,충남 예산군 오가면 충서로 402,1639,N,SK에너지
예흥주유소,충남 예산군 예산읍 충서로 873,1645,Y,GS칼텍스
신례원주유소,충남 예산군 예산읍 충서로 1266,1645,N,현대오일뱅크
예산농협경제주유소,충남 예산군 예산읍 신례원로 259,1645,N,현대오일뱅크
대흥주유소,충남 예산군 대흥면 예당로 806,1646,N,GS칼텍스
SK예당주유소,충남 예산군 응봉면 충서로 159,1647,Y,SK에너지
능금주유소,충남 예산군 응봉면 충서로 275,1648,N,S-OIL
터미널셀프주유소,충남 예산군 예산읍 벚꽃로 148,1648,Y,SK에너지
삽교주유소,충남 예산군 삽교읍 삽교로 276,1648,N,현대오일뱅크
월진주유소,충남 예산군 삽교읍 삽교로 271 (삽교읍),1648,Y,S-OIL
한빛주유소,충청남도 예산군 오가면 충서로 530,1648,N,현대오일뱅크
내포온천주유소,충남 예산군 덕산면 덕산온천로 313,1649,Y,GS칼텍스
서경주유소,충남 예산군 예산읍 충서로 1600,1649,N,S-OIL
영광주유소,충남 예산군 광시면 예당남로 398,1650,N,현대오일뱅크
고덕농협주유소,충남 예산군 고덕면 예덕로 945,1650,N,S-OIL
도청주유소,충남 예산군 삽교읍 충의로 525,1650,N,GS칼텍스
삽다리주유소,충남 예산군 삽교읍 삽교로 121,1650,N,SK에너지
예산중앙농협주유소,충남 예산군 오가면 오가중앙로 80,1650,N,SK에너지
삽교농협(주유소),충남 예산군 삽교읍 삽교로 107,1650,N,S-OIL
삽교농협응봉지점,충남 예산군 응봉면 예당로 1585,1650,N,현대오일뱅크
수덕사IC주유소,충남 예산군 고덕면 예덕로 1097,1655,N,현대오일뱅크
고덕IC주유소,충남 예산군 고덕면 예덕로 588,1655,N,현대오일뱅크
(주)협신주유소,충남 예산군 예산읍 금오대로 152,1658,N,현대오일뱅크
아리랑주유소,충남 예산군 오가면 윤봉길로 1868,1659,N,S-OIL
신암주유소,충남 예산군 신암면 추사로 203,1660,N,SK에너지
한빛주유소,충남 예산군 고덕면 황금뜰로 346,1660,N,GS칼텍스
고덕주유소,충남 예산군 고덕면 황금뜰로 225,1660,N,SK에너지
한내주유소,충남 예산군 고덕면 예덕로 364,1660,N,현대오일뱅크
오산주유소,충남 예산군 신암면 오신로 637,1660,Y,S-OIL
봉산주유소,충남 예산군 봉산면 예덕로 166,1660,N,S-OIL
가야주유소,충청남도 예산군 삽교읍 충의로 166,1668,N,SK에너지
천보주유소,충남 예산군 덕산면 윤봉길로 500,1669,N,S-OIL
신양주유소,충남 예산군 신양면 대덕로 9,1670,N,SK에너지
산정주유소,충남 예산군 대술면 차동로 975,1670,N,SK에너지
신대양주유소,충남 예산군 신양면 청신로 483,1670,N,현대오일뱅크
수덕사주유소,충남 예산군 덕산면 수덕사로 1154,1675,N,GS칼텍스
수덕주유소,충남 예산군 덕산면 예덕로 6,1678,N,현대오일뱅크
태성주유소,충남 예산군 예산읍 충서로 1349,1679,N,S-OIL
중부주유소,충남 예산군 신양면 차동로 846,1680,N,현대오일뱅크
덕수주유소,충남 예산군 덕산면 수덕사로 595,1685,N,S-OIL
옥탑주유소,충남 예산군 예산읍 충서로 1418,1687,N,SK에너지
관작주유소,충남 예산군 예산읍 충서로 1122,1689,N,현대오일뱅크
덕산주유소,충남 예산군 덕산면 충의로 6,1689,N,현대오일뱅크
경일주유소,충남 예산군 예산읍 예산로 307-3,1690,N,SK에너지
쌍송프리미엄주유소,충남 예산군 예산읍 예산로 276,1717,N,GS칼텍스
선진주유소,충남 예산군 고덕면 상덕로 515,-,N,자가상표
우진주유소,충청남도 예산군 예산읍 충서로 854,-,Y,GS칼텍스
국민에너지㈜평화주유소,충남 예산군 예산읍 예산산업단지로 8-1,-,Y,자가상표
(주)대륙주유소,충남 천안시 동남구 천안대로 782,1579,Y,GS칼텍스
(주)비타민셀프주유소,충남 천안시 서북구  쌍용대로 220 (성정동),1579,Y,현대오일뱅크
영남문셀프주유소,충남 천안시 동남구 충절로 488 (청룡동),1579,Y,현대오일뱅크
햇님주유소,충남 천안시 동남구 충절로 461 (삼룡동),1579,N,SK에너지
사이다셀프주유소,충남 천안시 동남구 천안대로 784,1582,Y,현대오일뱅크
천안대로셀프,충남 천안시 동남구 천안대로 727,1583,Y,S-OIL
대성제5주유소,충남 천안시 동남구 청수로 135 (구성동),1584,Y,현대오일뱅크
선영셀프주유소,충남 천안시 서북구 백석로 248,1584,Y,현대오일뱅크
SK에너지(주) 중부주유소,충남 천안시 서북구 쌍용대로 215 (성정동),1584,Y,SK에너지
남선석유(주) 백석셀프주유소,충남 천안시 서북구 백석로 161 (백석동),1584,Y,S-OIL
동성주유소,충남 천안시 서북구 차돌로 14 (쌍용동),1587,Y,현대오일뱅크
태평양셀프주유소,충남 천안시 동남구  서부대로 520 (봉명동),1587,Y,현대오일뱅크
봉명셀프주유소,충남 천안시 동남구 차돌로 97,1587,Y,SK에너지
왕대박셀프주유소,충남 천안시 서북구 성정9길 23-29 (성정동),1594,Y,현대오일뱅크
굿모닝주유소,충남 천안시 서북구 봉정로 246,1594,N,현대오일뱅크
DH천안주유소,충남 천안시 서북구 천안대로 1166,1595,Y,SK에너지
신광명주유소,충남 천안시 동남구 천안대로 220 (삼룡동),1595,Y,GS칼텍스
(주)대운주유소,충남 천안시 서북구 천안대로 1307 (신당동),1595,Y,GS칼텍스
SK에너지(주)직영 나누리셀프주유소,충남 천안시 서북구 번영로 563 (성성동),1595,Y,SK에너지
(주)스마트셀프주유소,충남 천안시 서북구 성환읍 천안대로 1781 (성환읍),1597,Y,현대오일뱅크
신창에너지㈜직영 천안셀프주유소,충남 천안시 서북구 성거읍 망향로 485,1598,Y,S-OIL
(주)대성주유소,충남 천안시 서북구 성거읍 망향로 697,1598,Y,GS칼텍스
럭키셀프주유소,충남 천안시 서북구 성환읍 천안대로 1846,1599,Y,GS칼텍스
동일석유(주)천안동일주유소,충남 천안시 동남구 천안대로 536 (구성동),1599,Y,SK에너지
(주)대성제2주유소,충남 천안시 동남구 가마골1길 10 (신부동),1599,Y,S-OIL
다온주유소,충남 천안시 동남구 풍세로 930,1599,Y,현대오일뱅크
친절한주유소,충남 천안시 동남구 중앙로 289,1599,Y,S-OIL
